x,y,LATITUDE,LONGITUDE,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,LAST_UPDATED,PROVINCE_CODE,ENG_PROVINCE_NAME,FRE_PROVINCE_NAME,LOCAL_YEAR,LOCAL_MONTH,NORMAL_MEAN_TEMPERATURE,MEAN_TEMPERATURE,DAYS_WITH_VALID_MEAN_TEMP,MIN_TEMPERATURE,DAYS_WITH_VALID_MIN_TEMP,MAX_TEMPERATURE,DAYS_WITH_VALID_MAX_TEMP,NORMAL_PRECIPITATION,TOTAL_PRECIPITATION,DAYS_WITH_VALID_PRECIP,DAYS_WITH_PRECIP_GE_1MM,NORMAL_SNOWFALL,TOTAL_SNOWFALL,DAYS_WITH_VALID_SNOWFALL,SNOW_ON_GROUND_LAST_DAY,NORMAL_SUNSHINE,BRIGHT_SUNSHINE,DAYS_WITH_VALID_SUNSHINE,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2013.11,2013-11,2014-07-31 11:54:17,AB,ALBERTA,ALBERTA,2013,11,,-9.12,30,-27.8,30,10.3,30,,15.4,28,9,,,0,,,,0,0,813.6
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2013.12,2013-12,2015-03-02 06:02:58,AB,ALBERTA,ALBERTA,2013,12,,-16.85,30,-38,30,5.4,30,,20.2,30,9,,,0,,,,0,0,1045.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.1,2014-01,2014-07-31 11:54:17,AB,ALBERTA,ALBERTA,2014,1,,-10.845161290322581,31,-33.5,31,8.5,31,,3.9,30,1,,,0,,,,0,0,894.2
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.2,2014-02,2014-07-31 11:54:17,AB,ALBERTA,ALBERTA,2014,2,,-18.042857142857144,28,-35.7,28,1.5,28,,6,28,2,,,0,,,,0,0,1009.2
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.3,2014-03,2014-07-31 11:54:17,AB,ALBERTA,ALBERTA,2014,3,,-8.54516129032258,31,-39.3,31,8.4,31,,5.9,30,3,,,0,,,,0,0,822.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.4,2014-04,2014-07-31 11:54:17,AB,ALBERTA,ALBERTA,2014,4,,2.2933333333333334,30,-18.2,30,21.2,30,,39.9,30,7,,,0,,,,0,0,471.2
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.5,2014-05,2014-07-31 11:54:17,AB,ALBERTA,ALBERTA,2014,5,,8.803225806451612,31,-6.3,31,27.1,31,,26.6,30,7,,,0,,,,0,0.5,285.6
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.6,2014-06,2014-07-31 11:54:17,AB,ALBERTA,ALBERTA,2014,6,,13.97,30,1.3,30,24.4,30,,138.9,30,12,,,0,,,,0,0.9,121.8
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.7,2014-07,2014-08-02 15:06:30,AB,ALBERTA,ALBERTA,2014,7,,17.63225806451613,31,4.1,31,29.4,31,,56.2,31,8,,,0,,,,0,19.4,30.8
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.8,2014-08,2014-09-03 14:52:28,AB,ALBERTA,ALBERTA,2014,8,,16.548387096774192,31,0.4,31,28.7,31,,44.3,31,6,,,0,,,,0,21.6,66.6
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.9,2014-09,2014-10-03 09:52:15,AB,ALBERTA,ALBERTA,2014,9,,11.01,30,-4.7,30,30.7,30,,30.5,29,5,,,0,,,,0,0,209.7
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.10,2014-10,2014-11-08 21:32:38,AB,ALBERTA,ALBERTA,2014,10,,6.306451612903226,31,-7,31,23,31,,4.3,31,2,,,0,,,,0,0,362.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.11,2014-11,2014-12-02 14:49:51,AB,ALBERTA,ALBERTA,2014,11,,-8.88,30,-31.6,30,9.4,30,,30.4,30,9,,,0,,,,0,0,806.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2014.12,2014-12,2015-01-04 09:57:08,AB,ALBERTA,ALBERTA,2014,12,,-10.26774193548387,31,-28.6,31,7,31,,2.2,31,0,,,0,,,,0,0,876.3
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.1,2015-01,2016-07-23 12:51:09,AB,ALBERTA,ALBERTA,2015,1,,-9.207142857142857,28,-33.3,29,8.3,28,,3.5,28,2,,,0,,,,0,0,761.8
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.2,2015-02,2016-07-23 13:01:58,AB,ALBERTA,ALBERTA,2015,2,,-13.3,28,-32.4,28,4.9,28,,19.6,28,4,,,0,,,,0,0,876.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.3,2015-03,2016-07-23 12:42:57,AB,ALBERTA,ALBERTA,2015,3,,-1.8064516129032258,31,-31.5,31,18.3,31,,18.6,31,7,,,0,,,,0,0,614
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.4,2015-04,2016-07-23 13:01:58,AB,ALBERTA,ALBERTA,2015,4,,4.966666666666667,30,-8,30,25.5,30,,7.8,30,3,,,0,,,,0,0,391
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.5,2015-05,2016-07-23 12:53:46,AB,ALBERTA,ALBERTA,2015,5,,9.133333333333333,30,-6,31,27.8,30,,6.2,29,2,,,0,,,,0,0,266
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.6,2015-06,2016-07-23 12:42:57,AB,ALBERTA,ALBERTA,2015,6,,15.74,30,2.6,30,32.5,30,,31.5,30,7,,,0,,,,0,17.6,85.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.7,2015-07,2016-07-23 12:41:07,AB,ALBERTA,ALBERTA,2015,7,,17.780645161290323,31,4,31,33.2,31,,142.6,31,11,,,0,,,,0,30.1,36.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.8,2015-08,2016-07-23 12:53:46,AB,ALBERTA,ALBERTA,2015,8,,16.3,31,-0.1,31,33,31,,55.9,31,6,,,0,,,,0,17.7,70.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.9,2015-09,2016-07-23 12:59:14,AB,ALBERTA,ALBERTA,2015,9,,10.126666666666667,30,-3.6,30,27.7,30,,73.4,29,10,,,0,,,,0,0,236.2
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.10,2015-10,2016-07-23 12:51:09,AB,ALBERTA,ALBERTA,2015,10,,5.95483870967742,31,-8,31,26.7,31,,17.9,31,4,,,0,,,,0,0,373.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.11,2015-11,2016-07-23 12:59:14,AB,ALBERTA,ALBERTA,2015,11,,-2.251851851851852,27,-21.8,29,11.4,28,,16.6,27,4,,,0,,,,0,0,546.8
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2015.12,2015-12,2016-07-23 12:53:46,AB,ALBERTA,ALBERTA,2015,12,,-11.403846153846153,26,-30.9,30,5.1,26,,1.3,25,0,,,0,,,,0,0,764.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.1,2016-01,2016-02-04 09:47:00,AB,ALBERTA,ALBERTA,2016,1,,-11.37741935483871,31,-37.9,31,6.4,31,,18,31,4,,,0,,,,0,0,910.7
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.2,2016-02,2016-03-03 09:47:44,AB,ALBERTA,ALBERTA,2016,2,,-4.324137931034483,29,-19.4,29,8.9,29,,6.4,29,2,,,0,,,,0,0,647.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.3,2016-03,2016-04-03 09:48:22,AB,ALBERTA,ALBERTA,2016,3,,-0.02903225806451613,31,-12,31,13.3,31,,23.8,31,7,,,0,,,,0,0,558.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.4,2016-04,2016-05-03 09:50:34,AB,ALBERTA,ALBERTA,2016,4,,6.286666666666667,30,-7.2,30,25.9,30,,26.5,30,5,,,0,,,,0,0,351.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.5,2016-05,2016-06-03 09:49:23,AB,ALBERTA,ALBERTA,2016,5,,11.516129032258064,31,-5,31,28.7,31,,63,30,8,,,0,,,,0,0.9,201.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.6,2016-06,2016-07-03 09:52:27,AB,ALBERTA,ALBERTA,2016,6,,16.14666666666667,30,3.7,30,28.7,30,,51.7,30,9,,,0,,,,0,8.3,63.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.7,2016-07,2016-08-02 11:13:32,AB,ALBERTA,ALBERTA,2016,7,,17.306451612903224,31,9.1,31,27.6,31,,166.1,31,11,,,0,,,,0,8.8,30.3
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.8,2016-08,2016-09-08 09:50:04,AB,ALBERTA,ALBERTA,2016,8,,16.232258064516127,31,-0.2,31,29.9,31,,29.5,31,7,,,0,,,,0,10.4,65.2
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.9,2016-09,2016-10-02 11:13:13,AB,ALBERTA,ALBERTA,2016,9,,10.78,30,-2.5,30,28.8,30,,22.1,29,5,,,0,,,,0,0.6,217.2
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.10,2016-10,2016-11-10 09:53:03,AB,ALBERTA,ALBERTA,2016,10,,1.7580645161290323,31,-8.4,31,17.3,31,,42.2,31,4,,,0,,,,0,0,503.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.11,2016-11,2016-12-03 09:50:12,AB,ALBERTA,ALBERTA,2016,11,,0.25333333333333335,30,-10.9,30,19,30,,12.8,30,5,,,0,,,,0,0,532.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2016.12,2016-12,2017-01-02 11:13:21,AB,ALBERTA,ALBERTA,2016,12,,-14.061290322580644,31,-33.9,31,2.3,31,,7,31,2,,,0,,,,0,0,993.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.1,2017-01,2017-02-02 11:12:53,AB,ALBERTA,ALBERTA,2017,1,,-11.035483870967742,31,-36,31,7.2,31,,9.5,31,3,,,0,,,,0,0,900.1
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.2,2017-02,2017-03-03 10:01:01,AB,ALBERTA,ALBERTA,2017,2,,-9.260714285714286,28,-29.7,28,10.2,28,,10.4,28,4,,,0,,,,0,0,763.3
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.3,2017-03,2017-04-02 11:12:41,AB,ALBERTA,ALBERTA,2017,3,,-6.55,30,-27.3,30,12,31,,25.9,30,4,,,0,,,,0,0,736.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.4,2017-04,2017-05-03 11:12:43,AB,ALBERTA,ALBERTA,2017,4,,2.816666666666667,30,-6.7,30,18.3,30,,56.9,30,12,,,0,,,,0,0,455.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.5,2017-05,2017-06-02 11:13:34,AB,ALBERTA,ALBERTA,2017,5,,12.258064516129032,31,-1.6,31,30.1,31,,61,30,8,,,0,,,,0,4,182
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.6,2017-06,2017-07-02 11:13:03,AB,ALBERTA,ALBERTA,2017,6,,14.913333333333334,30,4.7,30,28.1,30,,85.3,30,12,,,0,,,,0,3.2,95.8
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.7,2017-07,2017-08-02 11:13:50,AB,ALBERTA,ALBERTA,2017,7,,17.703225806451613,31,5.9,31,31.4,31,,51.4,31,11,,,0,,,,0,24.5,33.7
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.8,2017-08,2017-09-02 14:49:11,AB,ALBERTA,ALBERTA,2017,8,,16.083870967741934,31,3.2,31,30,31,,36.6,31,6,,,0,,,,0,2.3,61.7
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.9,2017-09,2017-10-02 14:49:54,AB,ALBERTA,ALBERTA,2017,9,,11.43,30,-3,30,33.2,30,,22.9,30,6,,,0,,,,0,0.8,197.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.10,2017-10,2017-11-02 14:48:33,AB,ALBERTA,ALBERTA,2017,10,,3.693548387096774,31,-8.9,31,20.2,31,,32.6,30,5,,,0,,,,0,0,443.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.11,2017-11,2018-02-05 09:49:36,AB,ALBERTA,ALBERTA,2017,11,,-9.91,30,-24.6,30,5.4,30,,12.1,30,6,,,0,,,,0,0,837.3
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2017.12,2017-12,2018-01-03 14:48:12,AB,ALBERTA,ALBERTA,2017,12,,-10.361290322580645,31,-37.2,31,8.1,31,,2.1,31,0,,,0,,,,0,0,879.2
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.1,2018-01,2018-02-02 11:12:41,AB,ALBERTA,ALBERTA,2018,1,,-12.787096774193548,31,-36.9,31,6.2,31,,9.4,31,2,,,0,,,,0,0,954.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.2,2018-02,2018-11-16 09:46:13,AB,ALBERTA,ALBERTA,2018,2,,-17.122222222222224,27,-33.3,27,4.4,27,,8.3,27,3,,,0,,,,0,0,948.3
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.3,2018-03,2018-04-02 11:13:45,AB,ALBERTA,ALBERTA,2018,3,,-7.609677419354838,31,-25.4,31,6.7,31,,14.5,31,5,,,0,,,,0,0,793.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.4,2018-04,2018-05-02 11:33:28,AB,ALBERTA,ALBERTA,2018,4,,-0.3482758620689655,29,-26.6,30,27,29,,10.2,29,2,,,0,,,,0,0,532.1
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.5,2018-05,2018-11-15 20:36:33,AB,ALBERTA,ALBERTA,2018,5,,13.751612903225807,31,-2.8,31,31.6,31,,21.1,30,5,,,0,,,,0,4,135.7
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.6,2018-06,2018-11-15 20:35:52,AB,ALBERTA,ALBERTA,2018,6,,16.177777777777777,27,3.7,28,32,27,,67.4,27,10,,,0,,,,0,21.3,70.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.7,2018-07,2018-11-16 09:45:52,AB,ALBERTA,ALBERTA,2018,7,,17.25483870967742,31,6.4,31,31.5,31,,70.1,31,7,,,0,,,,0,24.4,47.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.8,2018-08,2018-09-01 14:46:48,AB,ALBERTA,ALBERTA,2018,8,,16.03548387096774,31,-0.4,31,36,31,,25.1,31,5,,,0,,,,0,23.2,84.1
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.9,2018-09,2018-10-01 14:46:03,AB,ALBERTA,ALBERTA,2018,9,,6.26,30,-5.6,30,26.6,30,,66.3,30,10,,,0,,,,0,0,352.2
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.10,2018-10,2018-11-01 14:46:33,AB,ALBERTA,ALBERTA,2018,10,,2.5,31,-9.5,31,23.3,31,,21.5,30,3,,,0,,,,0,0,480.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.11,2018-11,2018-12-01 11:35:20,AB,ALBERTA,ALBERTA,2018,11,,-5.996666666666667,30,-21.7,30,8.1,30,,20.4,30,4,,,0,,,,0,0,719.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2018.12,2018-12,2019-01-01 11:36:24,AB,ALBERTA,ALBERTA,2018,12,,-9.92258064516129,31,-33.5,31,4.7,31,,15.2,31,3,,,0,,,,0,0,865.6
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.1,2019-01,2019-02-01 11:34:49,AB,ALBERTA,ALBERTA,2019,1,,-10.80967741935484,31,-29.3,31,6,31,,12.4,31,3,,,0,,,,0,0,893.1
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.2,2019-02,2019-03-01 11:34:30,AB,ALBERTA,ALBERTA,2019,2,,-23.182142857142857,28,-42,28,-4.1,28,,41.8,28,14,,,0,,,,0,0,1153.1
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.3,2019-03,2019-04-01 11:38:44,AB,ALBERTA,ALBERTA,2019,3,,-6.009677419354839,31,-32.4,31,12.8,31,,3.4,31,1,,,0,,,,0,0,744.3
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.4,2019-04,2019-05-01 11:36:37,AB,ALBERTA,ALBERTA,2019,4,,4.3533333333333335,30,-6.8,30,21.2,30,,12.3,30,4,,,0,,,,0,0,409.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.5,2019-05,2019-06-01 11:38:10,AB,ALBERTA,ALBERTA,2019,5,,9.751612903225807,31,-7.6,31,29.3,31,,9.4,31,4,,,0,,,,0,1.9,257.6
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.6,2019-06,2019-07-01 11:32:56,AB,ALBERTA,ALBERTA,2019,6,,14.563333333333333,30,0.9,30,26.8,30,,89.1,30,12,,,0,,,,0,2.1,105.2
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.7,2019-07,2019-08-01 11:33:32,AB,ALBERTA,ALBERTA,2019,7,,16.06774193548387,31,6.1,31,29.4,31,,93.6,31,15,,,0,,,,0,6.1,66
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.8,2019-08,2019-09-01 11:32:40,AB,ALBERTA,ALBERTA,2019,8,,14.30967741935484,31,2.2,31,28.9,31,,46.2,31,8,,,0,,,,0,4.6,119
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.9,2019-09,2019-10-01 11:32:04,AB,ALBERTA,ALBERTA,2019,9,,10.7,30,-2.9,30,25.8,30,,38.9,30,5,,,0,,,,0,0,219
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.10,2019-10,2019-11-01 11:33:55,AB,ALBERTA,ALBERTA,2019,10,,1.0193548387096774,31,-17.6,31,19.3,31,,19.3,31,5,,,0,,,,0,0,526.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.11,2019-11,2019-12-01 14:50:33,AB,ALBERTA,ALBERTA,2019,11,,-4.6,30,-25,30,9.6,30,,10.8,30,3,,,0,,,,0,0,678
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2019.12,2019-12,2020-01-01 11:32:27,AB,ALBERTA,ALBERTA,2019,12,,-10.696774193548388,31,-26,31,3.4,31,,9.7,31,3,,,0,,,,0,0,889.6
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.1,2020-01,2020-02-01 11:33:08,AB,ALBERTA,ALBERTA,2020,1,,-15.290322580645162,31,-39.8,31,3,31,,13.1,31,6,,,0,,,,0,0,1032
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.2,2020-02,2020-03-01 11:32:26,AB,ALBERTA,ALBERTA,2020,2,,-10.362068965517242,29,-37.6,29,7.8,29,,11.1,29,5,,,0,,,,0,0,822.5
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.3,2020-03,2020-04-01 11:31:47,AB,ALBERTA,ALBERTA,2020,3,,-9.167741935483871,31,-28,31,4.7,31,,14.5,31,4,,,0,,,,0,0,842.2
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.4,2020-04,2020-05-01 11:31:28,AB,ALBERTA,ALBERTA,2020,4,,-1.1033333333333333,30,-31.4,30,21.1,30,,15.7,29,4,,,0,,,,0,0,573.1
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.5,2020-05,2020-06-01 11:31:29,AB,ALBERTA,ALBERTA,2020,5,,10.138709677419355,31,-5.5,31,26.3,31,,51.3,31,8,,,0,,,,0,1.1,244.8
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.6,2020-06,2020-07-01 11:31:55,AB,ALBERTA,ALBERTA,2020,6,,14.496666666666666,30,2.7,30,28.9,30,,84.3,30,12,,,0,,,,0,5.9,111
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.7,2020-07,2020-08-01 11:31:44,AB,ALBERTA,ALBERTA,2020,7,,17.016129032258064,31,7.9,31,31,31,,93.4,31,12,,,0,,,,0,14.4,44.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.8,2020-08,2020-09-03 09:45:54,AB,ALBERTA,ALBERTA,2020,8,,15.716129032258065,31,0.7,31,32.3,31,,98.3,30,6,,,0,,,,0,15,85.8
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.9,2020-09,2021-09-16 09:45:21,AB,ALBERTA,ALBERTA,2020,9,,10.81,30,-3.4,30,27.3,30,,7.1,30,3,,,0,,,,0,0,215.7
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.10,2020-10,2020-11-01 11:33:23,AB,ALBERTA,ALBERTA,2020,10,,1.0354838709677419,31,-15.5,31,19.9,31,,14.1,31,3,,,0,,,,0,0,525.9
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.11,2020-11,2020-12-01 11:32:32,AB,ALBERTA,ALBERTA,2020,11,,-6.66,30,-25.2,30,20.4,30,,17.1,30,4,,,0,,,,0,0,739.8
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2020.12,2020-12,2021-01-01 11:31:46,AB,ALBERTA,ALBERTA,2020,12,,-7.622580645161291,31,-25.7,31,6.5,31,,0.8,31,0,,,0,,,,0,0,794.3
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.1,2021-01,2021-02-01 11:32:07,AB,ALBERTA,ALBERTA,2021,1,,-10.074193548387097,31,-30.3,31,5,31,,4.3,31,1,,,0,,,,0,0,870.3
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.2,2021-02,2021-03-01 11:32:18,AB,ALBERTA,ALBERTA,2021,2,,-17.77857142857143,28,-42.3,28,7.3,28,,2.9,28,0,,,0,,,,0,0,1001.8
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.3,2021-03,2021-04-01 11:33:05,AB,ALBERTA,ALBERTA,2021,3,,-1.1,31,-20.1,31,15.6,31,,4.2,31,2,,,0,,,,0,0,592.1
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.4,2021-04,2021-05-01 11:36:05,AB,ALBERTA,ALBERTA,2021,4,,3.0433333333333334,30,-12.4,30,23.3,30,,4.7,29,2,,,0,,,,0,0,448.7
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.5,2021-05,2021-06-01 11:31:57,AB,ALBERTA,ALBERTA,2021,5,,9.345161290322581,31,-9.6,31,28.7,31,,66.6,31,5,,,0,,,,0,0,268.3
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.6,2021-06,2021-07-01 11:32:51,AB,ALBERTA,ALBERTA,2021,6,,17.383333333333333,30,4.4,30,35.7,30,,52.8,30,7,,,0,,,,0,42.8,61.3
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.7,2021-07,2021-08-01 14:45:57,AB,ALBERTA,ALBERTA,2021,7,,18.538709677419355,31,7.3,31,34.6,31,,41.4,31,7,,,0,,,,0,46.3,29.6
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.8,2021-08,2021-09-01 11:30:54,AB,ALBERTA,ALBERTA,2021,8,,16.8,31,1.7,31,33.5,31,,31.8,31,6,,,0,,,,0,33.8,71
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.9,2021-09,2021-10-01 11:30:48,AB,ALBERTA,ALBERTA,2021,9,,11.753333333333334,30,-4.6,30,26.9,30,,16.1,29,4,,,0,,,,0,0,187.4
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.10,2021-10,2021-11-01 11:31:45,AB,ALBERTA,ALBERTA,2021,10,,3.5161290322580645,31,-11.8,31,20.1,31,,4.9,31,1,,,0,,,,0,0,449
-111.18111277777778,53.11333444444445,53.113,-111.181,ALBERT HALL AGCM,3010060,46127.2021.11,2021-11,2021-12-01 11:32:17,AB,ALBERTA,ALBERTA,2021,11,,-4.19,30,-23.6,30,11.7,30,,8.6,30,3,,,0,,,,0,0,665.7
